date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:50:12	18324/18324	---M--	200	added ('OK')	image/png	etag:%22218c8a-4794-42565524%22	www.regular-expressions.info/screens/pgrpowergrep.png	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/screens/pgrpowergrep.png	(from www.regular-expressions.info/powergrep.html)
13:50:14	6301/-1	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2014%20Nov%202005%2011:50:04%20GMT	www.regular-expressions.info/welcome.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/welcome.html	(from www.regular-expressions.info/quickstart.html)
13:50:18	7529/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:49:49%20GMT	www.regular-expressions.info/refunicode.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/refunicode.html	(from www.regular-expressions.info/books.html)
13:50:25	4285/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:50:16%20GMT	www.regular-expressions.info/regexbuddy/alternation.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/regexbuddy/alternation.html	(from www.regular-expressions.info/alternation.html)
13:50:31	18707/18707	---M--	200	added ('OK')	image/png	etag:%22218c89-4913-3f3758ef%22	www.regular-expressions.info/screens/eppeditpadpro.png	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/screens/eppeditpadpro.png	(from www.regular-expressions.info/editpadpro.html)
13:50:36	5392/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:50:24%20GMT	www.regular-expressions.info/regexbuddy/alternationoptimized.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/regexbuddy/alternationoptimized.html	(from www.regular-expressions.info/alternation.html)
13:50:39	13918/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:49:47%20GMT	www.regular-expressions.info/refadv.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/refadv.html	(from www.regular-expressions.info/books.html)
13:50:43	21121/21121	---M--	200	added ('OK')	image/jpeg	etag:%22218c07-5281-42aa6cbe%22	www.regular-expressions.info/img/JG.jpg	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/img/JG.jpg	(from www.regular-expressions.info/about.html)
13:50:45	19257/19257	---M--	200	added ('OK')	image/png	etag:%22218b02-4b39-41f48468%22	www.regular-expressions.info/screens/rxbregexbuddy.png	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/screens/rxbregexbuddy.png	(from www.regular-expressions.info/print.html)
13:50:48	31684/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:50:03%20GMT	www.regular-expressions.info/dotnetexample.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/dotnetexample.html	(from www.regular-expressions.info/dotnet.html)
13:50:48	4771/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:50:34%20GMT	www.regular-expressions.info/regexbuddy/doubledword.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/regexbuddy/doubledword.html	(from www.regular-expressions.info/brackets.html)
13:50:50	33874/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:50:00%20GMT	www.regular-expressions.info/javaexample.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/javaexample.html	(from www.regular-expressions.info/java.html)
13:50:51	6600/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:50:29%20GMT	www.regular-expressions.info/regexbuddy/bracketshtmlpair.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/regexbuddy/bracketshtmlpair.html	(from www.regular-expressions.info/brackets.html)
13:50:55	6152/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:50:47%20GMT	www.regular-expressions.info/regexbuddy/lookaround2.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/regexbuddy/lookaround2.html	(from www.regular-expressions.info/lookaround2.html)
13:50:57	4677/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:50:37%20GMT	www.regular-expressions.info/regexbuddy/atomicproblem.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/regexbuddy/atomicproblem.html	(from www.regular-expressions.info/atomic.html)
13:50:58	20473/20473	---M--	200	added ('OK')	image/png	etag:%22218c06-4ff9-42524195%22	www.regular-expressions.info/screens/rxbcharclass.png	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/screens/rxbcharclass.png	(from www.regular-expressions.info/charclass.html)
13:51:00	5379/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:50:46%20GMT	www.regular-expressions.info/regexbuddy/atomicpossessive.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/regexbuddy/atomicpossessive.html	(from www.regular-expressions.info/atomic.html)
13:51:04	4784/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:50:41%20GMT	www.regular-expressions.info/regexbuddy/atomicsolution.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/regexbuddy/atomicsolution.html	(from www.regular-expressions.info/atomic.html)
13:51:04	5808/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:50:44%20GMT	www.regular-expressions.info/regexbuddy/atomic.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/regexbuddy/atomic.html	(from www.regular-expressions.info/atomic.html)
13:51:07	5492/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:50:48%20GMT	www.regular-expressions.info/regexbuddy/lookaround2optimized.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/regexbuddy/lookaround2optimized.html	(from www.regular-expressions.info/lookaround2.html)
13:51:08	8995/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:50:57%20GMT	www.regular-expressions.info/javascriptexample.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/javascriptexample.html	(from www.regular-expressions.info/javascript.html)
13:51:09	7881/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:50:50%20GMT	www.regular-expressions.info/regexbuddy/lookaround2multi.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/regexbuddy/lookaround2multi.html	(from www.regular-expressions.info/lookaround2.html)
13:51:16	7500/7500	---M--	200	added ('OK')	image/png	etag:%22218c03-1d4c-41f48477%22	www.regular-expressions.info/screens/rxbcomments.png	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/screens/rxbcomments.png	(from www.regular-expressions.info/comments.html)
13:51:17	12251/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:50:53%20GMT	www.regular-expressions.info/regexbuddy/comments.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/regexbuddy/comments.html	(from www.regular-expressions.info/comments.html)
13:51:21	11289/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:51:06%20GMT	www.regular-expressions.info/regexbuddy/dateyyyymmdd.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/regexbuddy/dateyyyymmdd.html	(from www.regular-expressions.info/dates.html)
13:51:22	5133/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:50:59%20GMT	www.regular-expressions.info/regexbuddy/floatingpoint.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/regexbuddy/floatingpoint.html	(from www.regular-expressions.info/floatingpoint.html)
13:51:22	7890/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:51:06%20GMT	www.regular-expressions.info/regexbuddy/scifloatingpoint.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/regexbuddy/scifloatingpoint.html	(from www.regular-expressions.info/floatingpoint.html)
13:51:22	11289/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:51:09%20GMT	www.regular-expressions.info/regexbuddy/datemmddyyyy.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/regexbuddy/datemmddyyyy.html	(from www.regular-expressions.info/dates.html)
13:51:24	7239/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:51:08%20GMT	www.regular-expressions.info/regexbuddy/completelinesone.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/regexbuddy/completelinesone.html	(from www.regular-expressions.info/completelines.html)
13:51:25	11293/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:51:07%20GMT	www.regular-expressions.info/regexbuddy/dateddmmyyyy.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/regexbuddy/dateddmmyyyy.html	(from www.regular-expressions.info/dates.html)
13:51:28	3149/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:51:22%20GMT	www.regular-expressions.info/regexbuddy/commentsingle.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/regexbuddy/commentsingle.html	(from www.regular-expressions.info/examplesprogrammer.html)
13:51:30	6301/-1	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2014%20Nov%202005%2011:51:21%20GMT	www.regular-expressions.info/regexbuddy/prama.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/regexbuddy/prama.html	(from www.regular-expressions.info/examplesprogrammer.html)
13:51:31	8763/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:51:21%20GMT	www.regular-expressions.info/regexbuddy/duplicatecsv.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/regexbuddy/duplicatecsv.html	(from www.regular-expressions.info/duplicatelines.html)
13:51:31	3756/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:51:24%20GMT	www.regular-expressions.info/regexbuddy/commentmulti.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/regexbuddy/commentmulti.html	(from www.regular-expressions.info/examplesprogrammer.html)
13:51:34	4369/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:51:23%20GMT	www.regular-expressions.info/regexbuddy/pragmaspace.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/regexbuddy/pragmaspace.html	(from www.regular-expressions.info/examplesprogrammer.html)
13:51:34	3196/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:51:26%20GMT	www.regular-expressions.info/regexbuddy/string.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/regexbuddy/string.html	(from www.regular-expressions.info/examplesprogrammer.html)
13:51:38	4946/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:51:19%20GMT	www.regular-expressions.info/regexbuddy/completelinesnot.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/regexbuddy/completelinesnot.html	(from www.regular-expressions.info/completelines.html)
13:51:38	3146/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:51:29%20GMT	www.regular-expressions.info/regexbuddy/stringmulti.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/regexbuddy/stringmulti.html	(from www.regular-expressions.info/examplesprogrammer.html)
13:51:39	5937/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:51:33%20GMT	www.regular-expressions.info/regexbuddy/intfloat.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/regexbuddy/intfloat.html	(from www.regular-expressions.info/examplesprogrammer.html)
13:51:40	9931/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:51:15%20GMT	www.regular-expressions.info/regexbuddy/completelinesall.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/regexbuddy/completelinesall.html	(from www.regular-expressions.info/completelines.html)
13:51:41	3868/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:51:33%20GMT	www.regular-expressions.info/regexbuddy/hex.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/regexbuddy/hex.html	(from www.regular-expressions.info/examplesprogrammer.html)
13:51:41	10494/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:51:21%20GMT	www.regular-expressions.info/regexbuddy/completelinesmultiple.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/regexbuddy/completelinesmultiple.html	(from www.regular-expressions.info/completelines.html)
13:51:42	5909/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:51:30%20GMT	www.regular-expressions.info/regexbuddy/stringescapedmulti.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/regexbuddy/stringescapedmulti.html	(from www.regular-expressions.info/examplesprogrammer.html)
13:51:45	6015/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:51:30%20GMT	www.regular-expressions.info/regexbuddy/stringescaped.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/regexbuddy/stringescaped.html	(from www.regular-expressions.info/examplesprogrammer.html)
13:51:46	7719/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:51:37%20GMT	www.regular-expressions.info/regexbuddy/float.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/regexbuddy/float.html	(from www.regular-expressions.info/examplesprogrammer.html)
13:51:53	7747/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:51:38%20GMT	www.regular-expressions.info/regexbuddy/scifloat.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/regexbuddy/scifloat.html	(from www.regular-expressions.info/examplesprogrammer.html)
13:51:54	6716/6716	---M--	200	added ('OK')	image/jpeg	etag:%22218c0b-1a3c-430dae04%22	www.regular-expressions.info/books/hipowlssmall.jpg	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/books/hipowlssmall.jpg	(from www.regular-expressions.info/hipowls.html)
13:51:58	5674/5674	---M--	200	added ('OK')	image/jpeg	etag:%22218c12-162a-4358592c%22	www.regular-expressions.info/books/bookrecipeswin.jpg	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/books/bookrecipeswin.jpg	(from www.regular-expressions.info/bookrecipeswin.html)
13:52:01	6590/6590	---M--	200	added ('OK')	image/jpeg	etag:%22218c0d-19be-430ede69%22	www.regular-expressions.info/books/book10mins.jpg	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/books/book10mins.jpg	(from www.regular-expressions.info/book10mins.html)
13:52:03	9015/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:51:37%20GMT	www.regular-expressions.info/regexbuddy/scifloatopt.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/regexbuddy/scifloatopt.html	(from www.regular-expressions.info/examplesprogrammer.html)
13:52:07	11223/11223	---M--	200	added ('OK')	image/png	etag:%22218c8c-2bd7-3f375906%22	www.regular-expressions.info/screens/csharpexample.png	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/screens/csharpexample.png	(from www.regular-expressions.info/dotnetexample.html)
13:52:08	9621/9621	---M--	200	added ('OK')	image/png	etag:%22218c8b-2595-3f375900%22	www.regular-expressions.info/screens/javaexample.png	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/screens/javaexample.png	(from www.regular-expressions.info/javaexample.html)
13:52:10	11078/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:51:39%20GMT	www.regular-expressions.info/regexbuddy/near2.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/regexbuddy/near2.html	(from www.regular-expressions.info/near.html)
13:52:10	6168/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Nov%202005%2011:51:39%20GMT	www.regular-expressions.info/regexbuddy/near.html	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/regexbuddy/near.html	(from www.regular-expressions.info/near.html)
13:52:12	5649/5649	---M--	200	added ('OK')	image/jpeg	etag:%22218c0a-1611-430dadff%22	www.regular-expressions.info/books/bookrecipes.jpg	C:/Documents%20and%20Settings/Administrator/Desktop/LockWood/RegEx/www.regular-expressions.info/books/bookrecipes.jpg	(from www.regular-expressions.info/bookrecipes.html)
